word,content
engine,"On 23 March 1909, a deal was finally signed, creating an engine subsidiary to Luftschiffbau Zeppelin at Bissingen/Enz, in Württemberg."
engine,"In 1912, the company adopted the name Maybach-Motorenbau GmbH (Maybach Engine Construction Company)."
engine,"In 1916, they developed a 160 hp aircraft engine which sold 2000 units before the end of World War I."
engine,"The first model, the Maybach W3, was shown at the 1921 Automobile Exposition in Berlin and featured 6-cylinder engine 4-wheel brakes new transmission system maximum speed of 105 km/h (65 mph) It was produced until 1928, selling 300 units, mostly with sedan bodies; the two-seat sport version was less successful."
engine,"Next Maybach produced the V12 car: the first 12-cylinder German automobile lightweight aluminium engine based on his airship work light alloy pistons 7-litre capacity high torque and power – 150 hp (110 kW) at 2,800 rpm Only a few dozen were sold due to the German postwar economic crisis."
engine,"In 1930, its successor, the DS7-Zeppelin, also featured a 12-cylinder engine of 7 liters."
daimler,[13] Daimler AG currently produces an ultra luxury edition of the Mercedes-Benz S-Class under the Mercedes-Maybach brand.
daimler,"In 2002, Daimler AG began to produce models under the Maybach name."
daimler,Gottlieb Daimler - Der Traum vom Fahren: Historischer Roman.
daimler,Dokumentarfilm im Auftrag der Mercedes-Benz AG 1995: Wilhelm Maybach – König der Konstrukteure vteEarly motorcyclesSteam Michaux-Perreaux steam velocipede Roper steam velocipede Long steam tricycle Copeland steam bicycle Geneva steam bicycle De Dion-Bouton steam tricycle Thomas steam bicycle Internal combustion Motrice Pia Daimler Reitwagen Butler Petrol-Cycle Clarke gasoline tricycle De Dion-Bouton tricycle Hildebrand & Wolfmüller Millet Orient tricycle Pioneers Pierre Michaux Louis-Guillaume Perreaux Sylvester H. Roper George A.
daimler,"Long Lucius Copeland Jules-Albert de Dion Georges Bouton Louis Semple Clarke Edward Butler Enrico Bernardi Wilhelm Maybach Gottlieb Daimler Outline of motorcycles and motorcycling Motorcycle history Motorized bicycle Steam tricycle Timeline of motorized bicycle history Authority control BNF: cb155062221 (data) GND: 118579517 ISNI: 0000 0000 2706 2413 LCCN: n82130613 NTA: 098866397 RERO: 02-A010115206 VIAF: 30148995934659751412 WorldCat Identities: lccn-n82130613 Retrieved from ""https://en.wikipedia.org/w/index.php?title=Wilhelm_Maybach&oldid=1004850670"" Categories: 1846 births1929 deathsPeople from HeilbronnGerman automotive pioneersEngineers from Baden-WürttembergGerman inventorsGerman founders of automobile manufacturersGerman industrialists19th-century German businesspeople20th-century German businesspeopleDaimler Motoren GesellschaftMaybachMercedes-BenzPeople associated with the internal combustion enginePeople from the Kingdom of Württemberg19th-century German engineers20th-century German engineersHidden categories: CS1 maint: multiple names: authors listCS1 German-language sources (de)Articles with short descriptionShort description matches WikidataArticles with hCardsArticles with hAudio microformatsAll articles with self-published sourcesArticles with self-published sources from December 2017All articles with unsourced statementsArticles with unsourced statements from January 2017Wikipedia articles with BNF identifiersWikipedia articles with GND identifiersWikipedia articles with ISNI identifiersWikipedia articles with LCCN identifiersWikipedia articles with NTA identifiersWikipedia articles with RERO identifiersWikipedia articles with VIAF identifiersWikipedia articles with WORLDCATID identifiers"
yamaha,Yamaha Scooters Dealer Products Menu Motorcycle ATV Side-by-Side Snowmobile Power Product Shopping Tools Parts & Accessories Experience Find a Dealer My Yamaha Events & Demos Destination Yamaha Search Scooter Scooter Lineup 2021 XMAX The ultimate Sport Scooter with a liquid-cooled engine that is both fuel efficient and performance proven.
sport,"MSRP $5,699* 2020 SMAX The best way to start your sport scooter adventure, 155cc engine, auto transmission, light, sporty handling and under seat storage."
yamaha,"MSRP $3,599* Current OfferGreat Financing on select Yamaha Scooters."
yamaha,Pre-Qualify NowGet one step closer to owning the Yamaha of your choice.
engine,YAMALUBE High-PerformanceNew Hi performance Synthetic for all on and off-road units to enhance engine performance and protection.
yamaha,"Moto Lifestyle ApparelPrepare to Journey Further with our genuine Yamaha apparel Yamaha Links Find a Dealer Contact a Dealer Current Offers Events & Demos Rent a Yamaha Demo a Yamaha Racing Build Your Own Model History Rider Training Purchase Tools Owner's Manuals Buy Manuals Online Accessories Apparel View Parts Catalog Yamalube Shop & Maintenance Yamaha Extended Service Connect with Yamaha Yamaha proudly supports Corporate Links Yamaha Motor USA Home Become a Dealer Privacy Policy Terms & Conditions Product Recalls Factory Modifications Campaigns CPSC Alerts Fleet & Rental Sales Government Agency Sales Yamaha Motor Global ©2021 Yamaha Motor Corporation, U.S.A. All Rights Reserved."
motorcycle,"From Wikipedia, the free encyclopedia Jump to navigation Jump to search British Motorcycle Manufacturer Norton MotorcyclesRon Haslam on a rotary-engined Norton NRS racerTypePrivate companyIndustryMotorcyclesFounded1898; 123 years ago (1898)2008; 13 years ago (2008), relaunchedFounderJames Lansdowne NortonHeadquartersHastings House, Leicestershire, England, UKParentTVS Motor CompanyWebsitewww.nortonmotorcycles.com The Norton Motorcycle Company (formerly Norton Motors, Ltd.) is a brand of motorcycles, originally based in Birmingham, England."
motorcycle,"Due to financial failure with large debts, in April 2020 administrators BDO agreed to sell certain aspects of Garner's business to Project 303 Bidco Limited, a new business established for the purpose with links to Indian motorcycle producer TVS Motor Company."
engine,In 1908 a Norton-built engine was added to the range.
racing,"This began a long series of production of single and eventually twin-cylinder motorcycles, and a long history of racing involvement."
motorcycle,"[4] Although motorcycle sales went through a recession in the 1950s, and Norton Motors Ltd was only a small manufacturer, Norton sales flourished."
motorcycle,"The Commando was a best seller, and voted #1 Motorcycle of the Year a number of times in Britain."
motorcycle,"The largest UK motorcycle manufacturer at the time was BSA-Triumph, comprising Birmingham Small Arms Company in Birmingham, and Triumph Motorcycles in Meriden."
motorcycle,"BSA-Triumph faced difficulties caused by poor management, outdated union practices, old-fashioned motorcycle designs and antiquated factory conditions."
motorcycle,"Poore was CEO of Manganese Bronze Holdings, a company apparently more concerned with asset stripping than with motorcycle production."
motorcycle,"Subsequent political manoeuvrings led to the downfall of NVT, as taxpayer-assisted wranglings over amalgamations and sell-offs all but killed the once extensive UK motorcycle industry."
engine,"[12] Contents 1 Early history 2 First World War 3 Inter-War years 4 Second World War 5 Post-war 6 AMC 7 Norton-Villiers 8 Norton Villiers Triumph 9 Wankel engine 10 The Donington Park revival 11 Donington Hall 12 See also 13 References 14 External links Early history[edit] 1907 Norton The original company was formed by James Lansdowne Norton (known as ""Pa"") at 320, Bradford Street, Birmingham, in 1898."
engine,"The engine was unaltered, and transmission was via a Sturmey-Archer 3-speed gearbox."
racing,"Norton also resumed racing and in 1924 the Isle of Man Senior TT was the first win with a race average speed over 60 mph, rider Alec Bennett."
racing,Norton won this event ten times until they withdrew from racing in 1938.
engine,"[23] Designed by Walter Moore, the Norton CS1 engine appeared in 1927, based closely on the ES2 pushrod engine and using many of its parts."
engine,"Moore was hired away to NSU in 1930, after which Arthur Carroll designed an entirely new OHC engine destined to become the basis for all later OHC and DOHC Norton singles."
racing,"(Moore's move to NSU prompted his former staff to quip NSU stood for ""Norton Spares Used"") The Norton racing legend began in the 1930s."
motorcycle,"After the Second World War, Norton reverted to civilian motorcycle production, gradually increasing its range."
racing,Norton struggled to reclaim its pre-WWII racing dominance as the single-cylinder machine faced fierce competition from the multi-cylinder Italian machines and AJS from the UK.
motorcycle,"In the 1949 Grand Prix motorcycle racing season, the first year of the world championship, Norton made only fifth place and AJS won."
motorcycle,"Very quickly the featherbed frame, a design that allowed the construction of a motorcycle with good mass-stiffness distribution,[25] became a benchmark by which all other frames were judged."
engine,"[24] Norton also experimented with engine placement, and discovered that moving the engine slightly up/down, forward/back, or even right/left, could deliver a ""sweet spot"" in terms of handling."
motorcycle,Motorcycle designers still use this method to fine-tune motorcycle handling.
engine,The JAP Speedway engine had dominated the category initially but the Manx was capable of producing significantly more power and became the engine of choice.
engine,"Many complete motorcycles were bought in order to strip the engine for 500 cc car racing, as Norton would not sell separate engines."
racing,"The racing successes were transferred to the street through cafe racers, some of which would use the featherbed frame with an engine from another manufacturer to make a hybrid machine with the best of both worlds."
engine,"Civilianised version of 1943/44 military Norton, model WD16H 1954 Norton Manx Norton Manx 500 cc Racer 1958 Pre-unit Triumph engined Triton Café racer Norton Manx Engine in a Cooper Formula 500 Race Car Detail of engine installation in the Cooper AMC[edit] 1967 Norton Atlas Main article: Associated Motorcycles Despite, or perhaps because of, the racing successes Norton was in financial difficulty."
engine,"The 1946 to 1953 Long Stroke Manx Norton was 79.6 mm × 100 mm (3.1 in × 3.9 in) initially SOHC, the DOHC engine becoming available to favoured racers in 1949."
racing,"It had an Amal GP carburettor, and a Lucas racing magneto."
racing,"Even though Norton had pulled out of Grand Prix racing in 1954, the race-shop at Bracebridge Street continued until 1962, and the Manx became a mainstay of privateer racing, and even today are highly sought after, commanding high prices."
engine,"[27] There was an export bike primarily for use as a desert racer, sold up until 1969 as the Norton P11,[28] AJS Model 33, Matchless G15 and Norton N15 which used the Norton Atlas engine in a modified Matchless G85CS scrambler frame with Norton wheels and front forks."
engine,"The engine was an entirely new design by Bert Hopwood and the frame and running gear were from the Francis-Barnett range, also owned by AMC."
motorcycle,"[citation needed] Norton-Villiers[edit] Main article: Norton-Villiers By the late 1960s, competition from Japanese manufacturers and a rapidly declining home market[citation needed] had driven the whole British motorcycle industry into decline."
engine,"Its styling, innovative isolastic frame and powerful engine made it an appealing package."
motorcycle,The Commando easily outperformed contemporary Triumph and BSA twins and was the most powerful and best-handling British motorcycle of its day.
engine,"It used rubber bushings to isolate the engine and swing arm from the frame, forks, and rider."
engine,"The ""Combat"" engine was released in January 1972 with a twin roller bearing crank, 10:1 compression and developing 65 bhp (48 kW) at 6,500 rpm."
engine,Older engines had used one ball-bearing main bearing and one roller bearing main bearing but the Combat engine featured two roller bearings in a mistaken belief that this would strengthen the bottom-end to cope with the higher power-output.
standard,This was superseded by a standard high capacity roller bearing early in 1973.
standard,"[31] The Commando was offered in several different styles: the standard street model, a pseudo-scrambler with upswept pipes and the Interstate, packaged as a tourer."
engine,"In April 1973 an 8.5:1 compression 828 cc ""850"" engine was released with German FAG SuperBlend bearings."
engine,"This model produced 51 bhp (38 kW) at 6,250 rpm but the stated power does not give a true picture of the engine performance because increased torque seemed to make up for the reduced horsepower."
engine,"However, as the Norton Villiers Triumph company was again in serious financial problems, development of the 'Wulf' was dropped in favour of the rotary Wankel type engine inherited from BSA."
engine,MidWest acquired the rights for light aviation use and at Staverton Airport the MidWest AE series was an aero engine developed from the twin-rotor engine.
racing,The new models succeeded in racing – winning the Senior TT in 1992 – but they moved rather more slowly in the commercial market.
motorcycle,The company had some success making the Wankel-engined Interpol 2 motorcycle for civilian and military police forces and the RAC.
racing,"This model was a de-tuned replica of Norton's RCW588 factory racing machines which won many short distance races, but had many reliability issues requiring frequent servicing i.e."
honda,"The team, headed by ex Honda-team manager Barry Symmons, Honda engineer Chris Mehew and chassis specialist Ron Williams, were tasked with producing a chassis that could be produced cheaply and an engine which would have a long term reliability."
engine,"However, in spite of many innovative solutions from Chris Mehew, the team's efforts to improve the reliability of the engine could not succeed to a commercially saleable level."
engine,The team quickly realized that placing an engine generating 1100 °C exhaust temperatures was not the item to place under a petrol tank.
motorcycle,Prof Blair commented that the Japanese had abandoned development of the motorcycle variant of the Wankel engine on two main counts: 1.
motorcycle,"As the team had realised, there was just too much heat to be confined in a motorcycle chassis."
engine,The pollution created by the engine burning both oil for lubrication and fuel for power was just too great to meet the impending pollution regulations without a large and expensive exhaust scrubbing system.
racing,"In his TV Series on British industry, Sir John Harvey-Jones commented that the company was governed more by heart than head and the Racing team were the only ones worth saving."
sport,It was reported in 2005 that a group of former Norton employees built nine F1 Sport models from existing stocks of parts.
sport,"[43] The Donington Park revival[edit] Norton Commando 961 Sport in 2009 During the late 1990s, Kenny Dreer of Oregon evolved from restoring and upgrading Commandos to producing whole machines."
racing,"After fifteen years of US ownership the Norton brand was secured by Stuart Garner, UK businessman and owner of Norton Racing Ltd. Garner established a new 15,000 sq ft (1,400 m2) Norton factory at Donington Park to develop the Dreer-based machine."
yamaha,"[44] The new Norton is a 961 cc (88 mm × 79 mm (3.5 in × 3.1 in)), air- and oil-cooled pushrod parallel twin with a gear-driven counterbalancer and a 270° crank (a concept pioneered on the Yamaha TRX850)."
motorcycle,[45][46] The new operation at Donington Park began limited production of a motorcycle based on the Kenny Dreer 961 Commando.
motorcycle,The new motorcycle only shared the outline of the Dreer bike; all aspects of the motorcycle were re-designed in order to move into production.
motorcycle,"^ a b c ""Norton Motorcycle History""."
motorcycle,"^ Norton Motorcycles faces collapse as the firm enters administration Motorcycle News, 29 January 2020."
motorcycle,Motorcycle Classics.
motorcycle,"^ Dr G. Roe in a review of Motorcycle Chassis Design: The Theory and Practice by T. Foale and V. Willoughby in Bike Magazine, November 1984 ^ The Victory: The Making of the New American Motorcycle (1999, Motorbooks International) ^ Best-Motorcycle-Gear.com Archived 7 March 2012 at the Wayback Machine, Norton Motorcycle History, Retrieved 23 October 2006."
motorcycle,"^ ""Norton P11A on Display"", RealClassic.co.uk, The Cosmic Motorcycle Co. Ltd/Redleg Interactive Media, archived from the original on 27 May 2013, retrieved 25 October 2006[dead link] ^ Ianchadwick.com, Retrieved 23 October 2006."
motorcycle,"^ ""Norton Dominator 99: Chapter Six"", RealClassic.co.uk, The Cosmic Motorcycle Co. Ltd/Redleg Interactive Media, archived from the original on 27 September 2007, retrieved 23 October 2006[dead link] ^ Heathwood, Andrew (1 March 2018)."
motorcycle,"Retrieved 21 September 2011.CS1 maint: archived copy as title (link) ^ ""All Change"", an article by Julian Ryder in Motorcycle International, March 1998, p. 2 ^ Hotten, Russell (11 August 1992)."
motorcycle,"^ ""Norton's next step"", article by Alan Cathcart in Motorcycle Sport and Leisure, No."
motorcycle,"585, June 2009, pp63-66 ^ ""Comeback Commando - the Norton 961"" article by Alan Cathcart in Motorcycle Sport and Leisure No."
motorcycle,"^ Motorcycle News 10 August 2011 ^ Goodley, Simon (30 January 2020)."
motorcycle,"Where else in the world can one tour an 18th century Gothic Revival mansion, view a Norton Motorcycle being built, watch a World Superbike race and attend an Iron Maiden concert all in the same place?"
motorcycle,"An 18th-century grade two-listed building presents a unique set of challenges, while the more modern Hastings House will provide a fantastic base for both motorcycle design and production."
racing,Norton Motorcycles (UK) Ltd official website Norton motorcycles at Curlie Military Norton page vteNorton motorcyclesMotorcycles1908-1978 16H 650SS Atlas Norton Big 4 Commando CS1 Dominator Electra ES2 Jubilee Model 50 Navigator P11 1981-1992 Classic Commander F1 Interpol 2 2006 on 961 Commando Racing International Manx RCW588 Designers David Garside Doug Hele Bert Hopwood Cromie McCandless Rex McCandless Parent companies Norton Motorcycle Company Associated Motor Cycles Norton-Villiers Norton Villiers Triumph Other Dunstall Featherbed frame Isolastic frame List of Norton motorcycles vteBritish motorcycle manufacturersManufacturing in the United KingdomCurrent AJS Ariel CCM Cheney Greeves Hesketh Métisse Norton Triumph Wasp Defunct Abbotsford (1919-?)
motorcycle,"ABC (1919–1923) Aberdale (1946-1959) Abingdon (AKD) (1903–1925) ABJ (1950-1954) Ackland (1919-1924) Acme (1902-1922) Advance (1905–1947) AEL (1919-1924) AER (1937–1940) AJR (1925-1926) AJS Motorcycles Ltd (1909-2000) AJW (1928–1976) Akkens (1919-1922) Alecto (1919-1925) Alert (1903-1906) Alldays & Onions (1903-1915) Allen Norton (1990-1994} Ambassador (1946–1964) Ariel (1902–1970) Armstrong (1980–1987) Ascot-Pullin (1928–1930) AMC (1937–1966) Baker (1927–1930) Bat (1902–1926) Baughan (1920–1936) Beardmore Precision (1914–1930) Blackburne (1913–1922) Bradbury (1902–1924) Brough (1908–1926) Brough Superior (1919–1940) BSA (1919–1972) Calthorpe (1909–1939) Chase Brothers Motorcycle (1903-1906) Chater-Lea (1900–1936) Clyno (1909–1923) Corgi (1946–1954) Cotton (1918–1980) Coventry-Eagle (1901–1939) Coventry Victor (1919–1936) DMW (1945–1971) DOT (1908–1978) Douglas (1907–1957) Dunelt (1919–1935) Duzmo (1919–1923) EMC (1947–1977) Excelsior (1896–1964) Francis-Barnett (1919–1966) Greeves (1953–1976) Haden (1912–1924) Hazlewoods Limited (1895–1923) Healey (1971–1977) Hesketh (1981–1988) Humber (1898–1930) HRD (1922–1928) Ivy (1911–1934) James (1902–1966) JAP (1903–1939) Levis (1911–1939) Martinsyde (1919–1923) Matchless (1899–1966, 1988–90) McEvoy (1926–1929) Megelli (2004-2014) Montgomery (1902–1939) Ner-a-Car (1921–1926) New Hudson (1903–1958) New Imperial (1901–1939) Norman (1935–1963) Norton-Villiers (1966–1972) Norton Villiers Triumph (1972–1978) NUT (1912–1933) OEC (1901–1954) OK-Supreme (1882–1940) P&P (1922–1930) Premier (1908–1921) Panther (1904–1967) Quasar (1975–1982) Quadrant (1901–1928) Raleigh (1899–1967) Rex-Acme (1899–1933) Rickman (1960–1975) Rover (1902–1924) Royal Enfield (1893–1971) Ruby (1909–1932) Rudge (1911–1946) Scott (1908–1965) Silk (1976–1979) Singer (1900–1915) Sprite (1964–1974) Sun (1911–1961) Triumph (1885–1983) Tandon (1947-59) Sunbeam (1912–1964) Velocette (1904–1971) Villiers (1898–1966) Vincent-HRD (1928–1959) Wilkinson (1911–1916) Wooler (1909–1954) Zenith (1905–1950) Retrieved from ""https://en.wikipedia.org/w/index.php?title=Norton_Motorcycle_Company&oldid=1009153287"" Categories: Norton motorcyclesMotorcycle manufacturers of the United KingdomManufacturing companies based in Birmingham, West MidlandsVehicle manufacturing companies established in 1898Vehicle manufacturing companies disestablished in 19961898 establishments in England1996 disestablishments in EnglandDefunct motorcycle manufacturers of the United KingdomRe-established companiesVehicle manufacturing companies established in 20062006 establishments in EnglandBritish companies established in 1898British companies established in 2006British companies disestablished in 1996TVS GroupHidden categories: Webarchive template wayback linksAll articles with dead external linksArticles with dead external links from October 2020CS1 maint: archived copy as titleArticles with short descriptionShort description is different from WikidataUse dmy dates from January 2017Use British English from January 2017All articles with unsourced statementsArticles with unsourced statements from February 2010Wikipedia articles needing clarification from August 2016Articles with unsourced statements from November 2009Commons category link from WikidataArticles with Curlie links"
yamaha,"Yamaha Trail Motorcycles Dealer Products Menu Motorcycle ATV Side-by-Side Snowmobile Power Product Shopping Tools Parts & Accessories Experience Find a Dealer My Yamaha Events & Demos Destination Yamaha Search Trail Trail Lineup 2021 TT-R230 Low maintenance and simple, this lightweight trail bike delivers decades of proven performance."
yamaha,Off-Road ManiaHistoric Yamaha innovations that pioneered dirt bikes.
engine,YAMALUBE High-PerformanceNew Hi performance Synthetic for all on and off-road units to enhance engine performance and protection.
yamaha,"Yamaha Links Find a Dealer Contact a Dealer Current Offers Events & Demos Rent a Yamaha Demo a Yamaha Racing Build Your Own Model History Rider Training Purchase Tools Owner's Manuals Buy Manuals Online Accessories Apparel View Parts Catalog Yamalube Shop & Maintenance Yamaha Extended Service Connect with Yamaha Yamaha proudly supports Corporate Links Yamaha Motor USA Home Become a Dealer Privacy Policy Terms & Conditions Product Recalls Factory Modifications Campaigns CPSC Alerts Fleet & Rental Sales Government Agency Sales Yamaha Motor Global ©2021 Yamaha Motor Corporation, U.S.A. All Rights Reserved."
motorcycle,"From Wikipedia, the free encyclopedia Jump to navigation Jump to search Two- or three-wheeled motor vehicle For other uses, see Motorcycle (disambiguation)."
motorcycle,"A classic Norton motorcycle 1952 Lambretta 125 D scooter A motorcycle, often called a motorbike, bike, or cycle, is a two- or three-wheeled motor vehicle."
motorcycle,"[1][2][3] Motorcycle design varies greatly to suit a range of different purposes: long-distance travel, commuting, cruising, sport including racing, and off-road riding."
motorcycle,Motorcycling is riding a motorcycle and related social activity such as joining a motorcycle club and attending motorcycle rallies.
daimler,"The 1885 Daimler Reitwagen made by Gottlieb Daimler and Wilhelm Maybach in Germany was the first internal combustion, petroleum-fueled motorcycle."
motorcycle,"[4][5] In 2014, the three top motorcycle producers globally by volume were Honda (28%), Yamaha (17%) (both from Japan), and Hero MotoCorp (India)."
motorcycle,[7] Contents 1 Types 2 History 2.1 Experimentation and invention 2.1.1 Summary of early inventions 2.2 First motorcycle companies 2.3 First World War 2.4 Postwar 2.5 Today 3 Technical aspects 3.1 Construction 3.2 Fuel economy 3.2.1 Electric motorcycles 3.3 Reliability 3.4 Dynamics 3.5 Accessories 4 Records 5 Safety 6 Motorcycle rider postures 7 Legal definitions and restrictions 8 Environmental impact 8.1 United States emissions limits 8.2 Europe 9 See also 10 Notes 11 References 12 External links Types[edit] Main article: Types of motorcycles A cruiser (front) and a sportbike (background) A Ural motorcycle with a sidecar French gendarme motorcyclist The term motorcycle has different legal definitions depending on jurisdiction (see § Legal definitions and restrictions).
racing,"There is often a racing counterpart to each type, such as road racing and street bikes, or motocross including dirt bikes."
racing,Off-road motorcycles include many types designed for dirt-oriented racing classes such as motocross and are not street legal in most areas.
motorcycle,"History[edit] Main article: History of the motorcycle Experimentation and invention[edit] Replica of the Daimler-Maybach Reitwagen The first internal combustion, petroleum fueled motorcycle was the Daimler Reitwagen."
daimler,"It was designed and built by the German inventors Gottlieb Daimler and Wilhelm Maybach in Bad Cannstatt, Germany in 1885."
motorcycle,"[8] This vehicle was unlike either the safety bicycles or the boneshaker bicycles of the era in that it had zero degrees of steering axis angle and no fork offset, and thus did not use the principles of bicycle and motorcycle dynamics developed nearly 70 years earlier."
engine,"The vehicle was built by the Merryweather Fire Engine company in Greenwich, in 1888."
engine,"[13] The Butler Petrol Cycle was a three-wheeled vehicle, with the rear wheel directly driven by a 5⁄8 hp (0.47 kW), 40 cc (2.4 cu in) displacement, 2 1⁄4 in × 5 in (57 mm × 127 mm) bore × stroke, flat twin four-stroke engine (with magneto ignition replaced by coil and battery) equipped with rotary valves and a float-fed carburettor (five years before Maybach) and Ackermann steering, all of which were state of the art at the time."
engine,"The engine was liquid-cooled, with a radiator over the rear driving wheel."
daimler,"[14] Many authorities have excluded steam powered, electric motorcycles or diesel-powered two-wheelers from the definition of a 'motorcycle', and credit the Daimler Reitwagen as the world's first motorcycle."
engine,"[17] Summary of early inventions[edit] Year Vehicle Number of wheels Inventor Engine type Notes 1867–1868 Michaux-Perreaux steam velocipede 2 Pierre MichauxLouis-Guillaume Perreaux Steam One made 1867–1868 Roper steam velocipede 2 Sylvester Roper Steam One made 1885 Daimler Reitwagen 2 (plus 2 outriggers) Gottlieb DaimlerWilhelm Maybach Petroleum internal-combustion One made 1887 Butler Petrol Cycle 3 (plus 2 castors) Edward Butler Petroleum internal-combustion 1894 Hildebrand & Wolfmüller 2 Heinrich HildebrandWilhelm HildebrandAlois Wolfmüller Petroleum internal-combustion Modern configuration First mass-produced motorcycle First machine to be called ""motorcycle"" First motorcycle companies[edit] Diagram of 1894 Hildebrand & Wolfmüller In 1894, Hildebrand & Wolfmüller became the first series production motorcycle, and the first to be called a motorcycle (German: Motorrad)."
motorcycle,"[10][11][17][21] Excelsior Motor Company, originally a bicycle manufacturing company based in Coventry, England, began production of their first motorcycle model in 1896."
motorcycle,"The first production motorcycle in the US was the Orient-Aster, built by Charles Metz in 1898 at his factory in Waltham, Massachusetts."
motorcycle,"In the early period of motorcycle history, many producers of bicycles adapted their designs to accommodate the new internal combustion engine."
motorcycle,"As the engines became more powerful and designs outgrew the bicycle origins, the number of motorcycle producers increased."
daimler,"Daimler and Roper, for example, both went on to develop automobiles."
motorcycle,"By the outbreak of World War I, the largest motorcycle manufacturer in the world was Indian,[23][24] producing over 20,000 bikes per year."
engine,[27] Introduced in 1915 it had a 550 cc side-valve four-stroke engine with a three-speed gearbox and belt transmission.
motorcycle,"[30][31] Amongst many British motorcycle manufacturers, Chater-Lea with its twin-cylinder models followed by its large singles in the 1920s stood out."
engine,"Initially, using converted a Woodmann-designed ohv Blackburne engine it became the first 350 cc to exceed 100 mph (160 km/h), recording 100.81 mph (162.24 km/h) over the flying kilometre during April 1924."
racing,"[32][33][34] NSU Sportmax streamlined motorcycle, 250 cc class winner of the 1955 Grand Prix season In the 1950s, streamlining began to play an increasing part in the development of racing motorcycles and the ""dustbin fairing"" held out the possibility of radical changes to motorcycle design."
motorcycle,"[35] NSU produced the most advanced design, but after the deaths of four NSU riders in the 1954–1956 seasons, they abandoned further development and quit Grand Prix motorcycle racing."
racing,"[37] The following year, 1958, full enclosure fairings were banned from racing by the FIM in the light of the safety concerns."
engine,"From the 1960s through the 1990s, small two-stroke motorcycles were popular worldwide, partly as a result of East German MZs Walter Kaaden's engine work in the 1950s."
motorcycle,"[38] Today[edit] Royal Enfield Bullet In the 21st century, the motorcycle industry is mainly dominated by the Indian motorcycle industry and by Japanese motorcycle companies."
honda,"A Japanese example is the 1958 Honda Super Cub, which went on to become the biggest selling vehicle of all time, with its 60 millionth unit produced in April 2008."
motorcycle,"[41] Technical aspects[edit] A Suzuki GS500 with a clearly visible frame, painted silver Construction[edit] See also: Motorcycle components and Motorcycle design Motorcycle construction is the engineering, manufacturing, and assembly of components and systems for a motorcycle which results in the performance, cost, and aesthetics desired by the designer."
engine,"A petrol-powered engine typically consisting of between one and four cylinders (and less commonly, up to eight cylinders) coupled to a manual five- or six-speed sequential transmission drives the swingarm-mounted rear wheel by a chain, driveshaft, or belt."
motorcycle,The repair can be done using a Motorcycle lift.
motorcycle,Fuel economy[edit] Motorcycle fuel economy varies greatly with engine displacement and riding style.
honda,"[42] A streamlined, fully faired Matzu Matsuzawa Honda XL125 achieved 470 mpg‑US (0.50 L/100 km; 560 mpg‑imp) in the Craig Vetter Fuel Economy Challenge ""on real highways – in real conditions."
engine,"""[43] Due to low engine displacements (100–200 cc (6.1–12.2 cu in)), and high power-to-mass ratios, motorcycles offer good fuel economy."
motorcycle,"In the United States, the average motorcycle fuel economy is 44 miles per US gallon (18 km per liter)."
sport,"[46] There were not enough sport bikes in the survey for a statistically significant conclusion, though the data hinted at reliability as good as cruisers."
sport,"[46] These results may be partially explained by accessories including such equipment as fairings, luggage, and auxiliary lighting, which are frequently added to touring, adventure touring/dual sport and sport touring bikes."
yamaha,"[46] Of the five brands with enough data to draw conclusions, Honda, Kawasaki and Yamaha were statistically tied, with 11 to 14% of those bikes in the survey experiencing major repairs."
honda,"[46] In spite of their relatively worse reliability in this survey, Harley-Davidson and BMW owners showed the greatest owner satisfaction, and three-fourths of them said they would buy the same bike again, followed by 72% of Honda owners and 60 to 63% of Kawasaki and Yamaha owners."
racing,[46] Dynamics[edit] Racing motorcycles leaning in a turn Main article: Bicycle and motorcycle dynamics Different types of motorcycles have different dynamics and these play a role in how a motorcycle performs in given conditions.
motorcycle,[48] Motorcycle tyres have a large influence over handling.
motorcycle,Accessories[edit] Main article: Motorcycle accessories Various features and accessories may be attached to a motorcycle either as OEM (factory-fitted) or aftermarket.
motorcycle,Records[edit] The world record for the longest motorcycle jump was set in 2008 by Robbie Maddison with 107 metres (351 ft).
motorcycle,"[52] Since late 2010, the Ack Attack team has held the motorcycle land-speed record at 376.36 mph (605.69 km/h)."
motorcycle,[citation needed] Safety[edit] Motorcycle equipments Main articles: Motorcycle safety and Motorcycle safety clothing Wearing a motorcycle helmet reduces the risks of death or head injury in a motorcycle crash Motorcycles have a higher rate of fatal accidents than automobiles or trucks and buses.
motorcycle,"The most common configuration of motorcycle accidents in the United States is when a motorist pulls out or turns in front of a motorcyclist, violating their right-of-way."
motorcycle,[56] The United Kingdom has several organisations dedicated to improving motorcycle safety by providing advanced rider training beyond what is necessary to pass the basic motorcycle licence test.
motorcycle,"Along with increased personal safety, riders with these advanced qualifications may benefit from reduced insurance costs[57] Young woman riding a motorcycle in Laos, with four young children passengers In South Africa, the Think Bike campaign is dedicated to increasing both motorcycle safety and the awareness of motorcycles on the country's roads."
motorcycle,It has dozens of trained marshals available for various events such as cycle races and is deeply involved in numerous other projects such as the annual Motorcycle Toy Run.
motorcycle,[58] Motorcycle safety education is offered throughout the United States by organisations ranging from state agencies to non-profit organisations to corporations.
